marque,modele,periode,moteur,distribution,puissance_ch,entretien_km,entretien_ans,brand_slug,model_slug
Mitsubishi,Colt,Colt 1.3 Z30 (2004-2012),1.3,CHAÎNE,75-109,-,-,mitsubishi,colt
Mitsubishi,Colt,Colt 1.5 MIVEC Z30 (2004-2012),1.5 MIVEC,CHAÎNE,75-109,-,-,mitsubishi,colt
Mitsubishi,Colt,Colt 1.5 Turbo Ralliart Z30 (2004-2012),1.5 Turbo Ralliart,COURROIE,150-163,90000 km,5 ans,mitsubishi,colt
Mitsubishi,Colt (diesel),Colt (diesel) 1.5 Di-D (Renault) Z30 (2005-2012),1.5 Di-D (Renault),COURROIE,68-95,160000-180000 km,-,mitsubishi,colt-diesel
Mitsubishi,Colt (rebadgé Clio V),Colt (rebadgé Clio V) 1.0 DJ (2023-…),1.0,COURROIE,65-145 (système),150000-180000 km,-,mitsubishi,colt-rebadge-clio-v
Mitsubishi,Colt (rebadgé Clio V),Colt (rebadgé Clio V) 1.0T DJ (2023-…),1.0T,CHAÎNE,65-145 (système),-,-,mitsubishi,colt-rebadge-clio-v
Mitsubishi,Colt (rebadgé Clio V),Colt (rebadgé Clio V) 1.6 Full Hybrid DJ (2023-…),1.6 Full Hybrid,CHAÎNE,65-145 (système),-,-,mitsubishi,colt-rebadge-clio-v
Mitsubishi,Colt CZC,Colt CZC 1.5 MIVEC Z30 (2006-2009),1.5 MIVEC,CHAÎNE,109,-,-,mitsubishi,colt-czc
Mitsubishi,Eclipse Cross,Eclipse Cross 1.5 Turbo GK (2018-2023),1.5 Turbo,CHAÎNE,163-170,-,-,mitsubishi,eclipse-cross
Mitsubishi,Eclipse Cross PHEV,Eclipse Cross PHEV 2.4 PHEV GL (2020-2025),2.4 PHEV,CHAÎNE,188 (système),-,-,mitsubishi,eclipse-cross-phev
Mitsubishi,L200,L200 2.5 DI-D KA/KB (2006-2015),2.5 DI-D,COURROIE,136-178,90000-100000 km,-,mitsubishi,l200
Mitsubishi,L200,L200 2.4 DI-D KJ (2015-2019),2.4 DI-D,CHAÎNE,154-181,-,-,mitsubishi,l200
Mitsubishi,L200,L200 2.4 DI-D KL (2019-2025),2.4 DI-D,CHAÎNE,150-204,-,-,mitsubishi,l200
Mitsubishi,Lancer,Lancer 1.3 CS/CT (2003-2007),1.3,COURROIE,90-136,90000 km,-,mitsubishi,lancer
Mitsubishi,Lancer,Lancer 1.6 CS/CT (2003-2007),1.6,COURROIE,90-136,-,5 ans,mitsubishi,lancer
Mitsubishi,Lancer,Lancer 2.0 Essence CS/CT (2003-2007),2.0 Essence,COURROIE,90-136,-,5 ans,mitsubishi,lancer
Mitsubishi,Lancer,Lancer 1.5 CY/CZ (2007-2017),1.5,CHAÎNE,109-117,-,-,mitsubishi,lancer
Mitsubishi,Lancer,Lancer 1.6 Essence CY/CZ (2007-2017),1.6 Essence,CHAÎNE,109-117,-,-,mitsubishi,lancer
Mitsubishi,Lancer,Lancer 1.8 CY/CZ (2007-2017),1.8,CHAÎNE,140-170,-,-,mitsubishi,lancer
Mitsubishi,Lancer,Lancer 2.0 CY/CZ (2007-2017),2.0,CHAÎNE,140-170,-,-,mitsubishi,lancer
Mitsubishi,Lancer,Lancer 2.4 Essence CY/CZ (2007-2017),2.4 Essence,CHAÎNE,140-170,-,-,mitsubishi,lancer
Mitsubishi,Lancer (diesel VW),Lancer (diesel VW) 2.0 DI-D (VW) CY/CZ (2007-2010),2.0 DI-D (VW),COURROIE,140,120000-150000 km,-,mitsubishi,lancer-diesel-vw
Mitsubishi,Lancer (diesel),Lancer (diesel) 1.8 DI-D MIVEC CY/CZ (2009-2015),1.8 DI-D MIVEC,CHAÎNE,116-150,-,-,mitsubishi,lancer-diesel
Mitsubishi,Lancer Evolution VIII/IX,Lancer Evolution VIII/IX 2.0 Turbo CT9A (2003-2006),2.0 Turbo,COURROIE,265-280,90000 km,5 ans,mitsubishi,lancer-evolution-viii-ix
Mitsubishi,Lancer Evolution X,Lancer Evolution X 2.0 Turbo CX (2007-2016),2.0 Turbo,CHAÎNE,295-300,-,-,mitsubishi,lancer-evolution-x
Mitsubishi,Outlander,Outlander 2.0 CU (2003-2006),2.0,COURROIE,136-160,90000 km,-,mitsubishi,outlander
Mitsubishi,Outlander,Outlander 2.4 Essence CU (2003-2006),2.4 Essence,COURROIE,136-160,-,5 ans,mitsubishi,outlander
Mitsubishi,Outlander,Outlander 2.0 CW (2007-2012),2.0,CHAÎNE,147-170,-,-,mitsubishi,outlander
Mitsubishi,Outlander,Outlander 2.4 Essence CW (2007-2012),2.4 Essence,CHAÎNE,147-170,-,-,mitsubishi,outlander
Mitsubishi,Outlander,Outlander 2.2 DI-D (PSA) CW (2007-2012),2.2 DI-D (PSA),COURROIE,156-177,180000 km,-,mitsubishi,outlander
Mitsubishi,Outlander,Outlander 2.0 Essence GG/GF (2012-2021),2.0 Essence,CHAÎNE,150,-,-,mitsubishi,outlander
Mitsubishi,Outlander,Outlander 2.2 DI-D (Mitsubishi) GG/GF (2012-2021),2.2 DI-D (Mitsubishi),CHAÎNE,150-177,-,-,mitsubishi,outlander
Mitsubishi,Outlander PHEV,Outlander PHEV 2.0 GG/GF (2013-2021),2.0,CHAÎNE,190-224 (système),-,-,mitsubishi,outlander-phev
Mitsubishi,Outlander PHEV,Outlander PHEV 2.4 PHEV GG/GF (2013-2021),2.4 PHEV,CHAÎNE,190-224 (système),-,-,mitsubishi,outlander-phev
Mitsubishi,Pajero,Pajero 3.2 DI-D V80/V90 (2006-2018 EU),3.2 DI-D,CHAÎNE,160-200,-,-,mitsubishi,pajero
Mitsubishi,Pajero,Pajero 3.8 V6 Essence V80/V90 (2007-2018 EU),3.8 V6 Essence,COURROIE,250-250,90000 km,5 ans,mitsubishi,pajero
Mitsubishi,Space Star / Mirage,Space Star / Mirage 1.0 A10 (2012-2025),1.0,CHAÎNE,71-80,-,-,mitsubishi,space-star-mirage
Mitsubishi,Space Star / Mirage,Space Star / Mirage 1.2 MIVEC A10 (2012-2025),1.2 MIVEC,CHAÎNE,71-80,-,-,mitsubishi,space-star-mirage
Nissan,370Z,370Z 3.7 V6 Z34 (2009-2020 EU),3.7 V6,CHAÎNE,328-344,-,-,nissan,370z
Nissan,Almera,Almera 1.5 N16 (2000-2006),1.5,CHAÎNE,90-116,-,-,nissan,almera
Nissan,Almera,Almera 1.8 Essence N16 (2000-2006),1.8 Essence,CHAÎNE,90-116,-,-,nissan,almera
Nissan,Almera (diesel),Almera (diesel) 2.2 Di N16 (2000-2006),2.2 Di,CHAÎNE,110-136,-,-,nissan,almera-diesel
Nissan,Almera (diesel),Almera (diesel) dCi N16 (2000-2006),dCi,CHAÎNE,110-136,-,-,nissan,almera-diesel
Nissan,GT-R,GT-R 3.8 V6 Twin Turbo R35 (2008-2025),3.8 V6 Twin Turbo,CHAÎNE,485-600,-,-,nissan,gt-r
Nissan,Interstar,Interstar 2.3 dCi X62 (2011-2025),2.3 dCi,CHAÎNE,110-180,-,-,nissan,interstar
Nissan,Juke,Juke 1.6 F15 (2010-2019),1.6,CHAÎNE,94-218,-,-,nissan,juke
Nissan,Juke,Juke 1.6 DIG-T F15 (2010-2019),1.6 DIG-T,CHAÎNE,94-218,-,-,nissan,juke
Nissan,Juke,Juke 1.0 DIG-T F16 (2020-2025),1.0 DIG-T,CHAÎNE,114-117,-,-,nissan,juke
Nissan,Juke (diesel),Juke (diesel) 1.5 dCi F15 (2010-2018),1.5 dCi,COURROIE,110,160000-180000 km,-,nissan,juke-diesel
Nissan,Juke Hybrid,Juke Hybrid 1.6 Hybrid e-Tech F16 (2022-2025),1.6 Hybrid e-Tech,CHAÎNE,143 (système),-,-,nissan,juke-hybrid
Nissan,Micra,Micra 1.0 K11 (1998-2003),1.0,CHAÎNE,54-75,-,-,nissan,micra
Nissan,Micra,Micra 1.3 Essence K11 (1998-2003),1.3 Essence,CHAÎNE,54-75,-,-,nissan,micra
Nissan,Micra,Micra 1.2 K12 (2003-2010),1.2,CHAÎNE,65-110,-,-,nissan,micra
Nissan,Micra,Micra 1.4 K12 (2003-2010),1.4,CHAÎNE,65-110,-,-,nissan,micra
Nissan,Micra,Micra 1.6 Essence K12 (2003-2010),1.6 Essence,CHAÎNE,65-110,-,-,nissan,micra
Nissan,Micra,Micra 1.2 Essence K13 (2010-2017),1.2 Essence,CHAÎNE,80-98,-,-,nissan,micra
Nissan,Micra,Micra 0.9 TCe K14 (2017-2023),0.9 TCe,CHAÎNE,90-100,-,-,nissan,micra
Nissan,Micra,Micra 1.0 IG-T K14 (2017-2023),1.0 IG-T,COURROIE,90-100,150000-180000 km,-,nissan,micra
Nissan,Micra,Micra 1.0T K15 (2024-…),1.0T,COURROIE,90-143 (système),150000-180000 km,-,nissan,micra
Nissan,Micra,Micra 1.6 HEV K15 (2024-…),1.6 HEV,CHAÎNE,90-143 (système),-,-,nissan,micra
Nissan,Micra (diesel),Micra (diesel) 1.5 dCi K12 (2005-2010),1.5 dCi,COURROIE,65-82,160000-180000 km,-,nissan,micra-diesel
Nissan,Micra (diesel),Micra (diesel) 1.5 dCi K13 (2011-2016),1.5 dCi,COURROIE,90,160000-180000 km,-,nissan,micra-diesel
Nissan,Micra (diesel),Micra (diesel) 1.5 dCi K14 (2017-2020),1.5 dCi,COURROIE,90,160000-180000 km,-,nissan,micra-diesel
Nissan,Navara / NP300,Navara / NP300 2.5 Di D22 (2001-2005 EU),2.5 Di,CHAÎNE,133-133,-,-,nissan,navara-np300
Nissan,Navara / NP300,Navara / NP300 2.3 dCi D23 (2016-2025),2.3 dCi,CHAÎNE,160-190,-,-,nissan,navara-np300
Nissan,Navara / NP300,Navara / NP300 2.5 dCi D40 (2005-2015),2.5 dCi,CHAÎNE,171-190,-,-,nissan,navara-np300
Nissan,Note,Note 1.4 E11 (2006-2013),1.4,CHAÎNE,88-110,-,-,nissan,note
Nissan,Note,Note 1.6 Essence E11 (2006-2013),1.6 Essence,CHAÎNE,88-110,-,-,nissan,note
Nissan,Note,Note 1.2 Essence E12 (2013-2017 EU),1.2 Essence,CHAÎNE,80-98,-,-,nissan,note
Nissan,Note,Note 1.2 SCe E12 (2013-2017 EU),1.2 SCe,CHAÎNE,80-98,-,-,nissan,note
Nissan,Note (diesel),Note (diesel) 1.5 dCi E11 (2006-2013),1.5 dCi,COURROIE,68-90,160000-180000 km,-,nissan,note-diesel
Nissan,Note (diesel),Note (diesel) 1.5 dCi E12 (2013-2016 EU),1.5 dCi,COURROIE,90,160000-180000 km,-,nissan,note-diesel
Nissan,NV200,NV200 1.5 dCi M20 (2010-2021),1.5 dCi,COURROIE,90-110,160000-180000 km,-,nissan,nv200
Nissan,NV250 / Townstar,NV250 / Townstar 1.3 TCe XFK (2019-2025),1.3 TCe,CHAÎNE,131-150,-,-,nissan,nv250-townstar
Nissan,NV250 / Townstar (diesel),NV250 / Townstar (diesel) 1.5 Blue dCi XFK (2019-2025),1.5 Blue dCi,COURROIE,95-115,160000-180000 km,-,nissan,nv250-townstar-diesel
Nissan,Pathfinder,Pathfinder 2.5 dCi R51 (2005-2014),2.5 dCi,CHAÎNE,174-269,-,-,nissan,pathfinder
Nissan,Pathfinder,Pathfinder 4.0 V6 R51 (2005-2014),4.0 V6,CHAÎNE,174-269,-,-,nissan,pathfinder
Nissan,Primastar,Primastar 2.0 X82/X83 (2014-2025),2.0,CHAÎNE,114-170,-,-,nissan,primastar
Nissan,Primastar,Primastar 2.3 dCi X82/X83 (2014-2025),2.3 dCi,CHAÎNE,114-170,-,-,nissan,primastar
Nissan,Primera,Primera 1.6 P12 (2001-2008),1.6,CHAÎNE,109-140,-,-,nissan,primera
Nissan,Primera,Primera 1.8 P12 (2001-2008),1.8,CHAÎNE,109-140,-,-,nissan,primera
Nissan,Primera,Primera 2.0 Essence P12 (2001-2008),2.0 Essence,CHAÎNE,109-140,-,-,nissan,primera
Nissan,Primera (diesel),Primera (diesel) 1.9 dCi P12 (2002-2008),1.9 dCi,COURROIE,120-150,160000-180000 km,-,nissan,primera-diesel
Nissan,Primera (diesel),Primera (diesel) 2.2 dCi P12 (2002-2008),2.2 dCi,CHAÎNE,120-150,-,-,nissan,primera-diesel
Nissan,Pulsar,Pulsar 1.2 DIG-T C13 (2014-2018),1.2 DIG-T,CHAÎNE,115-190,-,-,nissan,pulsar
Nissan,Pulsar,Pulsar 1.6 DIG-T C13 (2014-2018),1.6 DIG-T,CHAÎNE,115-190,-,-,nissan,pulsar
Nissan,Pulsar (diesel),Pulsar (diesel) 1.5 dCi C13 (2014-2018),1.5 dCi,COURROIE,110,160000-180000 km,-,nissan,pulsar-diesel
Nissan,Qashqai,Qashqai 1.6 J10 (2006-2013),1.6,CHAÎNE,114-141,-,-,nissan,qashqai
Nissan,Qashqai,Qashqai 2.0 Essence J10 (2006-2013),2.0 Essence,CHAÎNE,114-141,-,-,nissan,qashqai
Nissan,Qashqai,Qashqai 1.2 J11 (2014-2021),1.2,CHAÎNE,115-160,-,-,nissan,qashqai
Nissan,Qashqai,Qashqai 1.3 DIG-T J11 (2014-2021),1.3 DIG-T,CHAÎNE,115-160,-,-,nissan,qashqai
Nissan,Qashqai,Qashqai 1.3 DIG-T MHEV J12 (2021-2025),1.3 DIG-T MHEV,CHAÎNE,140-158,-,-,nissan,qashqai
Nissan,Qashqai (diesel),Qashqai (diesel) 1.5 J10 (2006-2013),1.5,COURROIE,106-150,160000-180000 km,-,nissan,qashqai-diesel
Nissan,Qashqai (diesel),Qashqai (diesel) 2.0 dCi J10 (2006-2013),2.0 dCi,CHAÎNE,106-150,-,-,nissan,qashqai-diesel
Nissan,Qashqai (diesel),Qashqai (diesel) 1.5 J11 (2014-2020),1.5,COURROIE,110-130,160000-180000 km,-,nissan,qashqai-diesel
Nissan,Qashqai (diesel),Qashqai (diesel) 1.6 dCi J11 (2014-2020),1.6 dCi,CHAÎNE,110-130,-,-,nissan,qashqai-diesel
Nissan,Qashqai e-Power,Qashqai e-Power 1.5 e-Power (générateur) J12 (2022-2025),1.5 e-Power (générateur),CHAÎNE,190 (système),-,-,nissan,qashqai-e-power
Nissan,Tiida,Tiida 1.6 C11 (2007-2013 EU),1.6,CHAÎNE,110-126,-,-,nissan,tiida
Nissan,Tiida,Tiida 1.8 Essence C11 (2007-2013 EU),1.8 Essence,CHAÎNE,110-126,-,-,nissan,tiida
Nissan,X-Trail,X-Trail 2.0 T30 (2001-2007),2.0,CHAÎNE,140-165,-,-,nissan,x-trail
Nissan,X-Trail,X-Trail 2.5 Essence T30 (2001-2007),2.5 Essence,CHAÎNE,140-165,-,-,nissan,x-trail
Nissan,X-Trail,X-Trail 2.0 dCi T31 (2007-2013),2.0 dCi,CHAÎNE,150-173,-,-,nissan,x-trail
Nissan,X-Trail,X-Trail 1.6 T32 (2014-2022),1.6,CHAÎNE,130-177,-,-,nissan,x-trail
Nissan,X-Trail,X-Trail 2.0 dCi T32 (2014-2022),2.0 dCi,CHAÎNE,130-177,-,-,nissan,x-trail
Nissan,X-Trail,X-Trail 1.5 e-Power (générateur) T33 (2022-2025),1.5 e-Power (générateur),CHAÎNE,204 (système),-,-,nissan,x-trail
Nissan,X-Trail (diesel),X-Trail (diesel) 2.2 dCi T30 (2003-2007),2.2 dCi,CHAÎNE,136,-,-,nissan,x-trail-diesel
Opel,Adam,Adam 1.2 A (2013-2019),1.2,COURROIE,70-100,60000-90000 km,-,opel,adam
Opel,Adam,Adam 1.4 Essence A (2013-2019),1.4 Essence,COURROIE,70-100,60000-90000 km,-,opel,adam
Opel,Antara,Antara 2.4 L (2007-2015),2.4,CHAÎNE,167-258,-,-,opel,antara
Opel,Antara,Antara 3.0 L (2007-2015),3.0,COURROIE,167-258,150000-160000 km,-,opel,antara
Opel,Antara,Antara 2.2D L (2007-2015),2.2D,COURROIE,167-258,150000-160000 km,-,opel,antara
Opel,Astra G,Astra G 1.4 G (2000-2004),1.4,COURROIE,90-125,60000-90000 km,-,opel,astra-g
Opel,Astra G,Astra G 1.6 G (2000-2004),1.6,COURROIE,90-125,60000-90000 km,-,opel,astra-g
Opel,Astra G,Astra G 1.8 Essence G (2000-2004),1.8 Essence,COURROIE,90-125,60000-90000 km,-,opel,astra-g
Opel,Astra G (diesel),Astra G (diesel) 1.7 G (2000-2004),1.7,COURROIE,75-125,120000-150000 km,-,opel,astra-g-diesel
Opel,Astra G (diesel),Astra G (diesel) 2.0 G (2000-2004),2.0,COURROIE,75-125,120000-150000 km,-,opel,astra-g-diesel
Opel,Astra G (diesel),Astra G (diesel) 2.2 DTI G (2000-2004),2.2 DTI,COURROIE,75-125,120000-150000 km,-,opel,astra-g-diesel
Opel,Astra H,Astra H 1.6 H (2004-2010),1.6,COURROIE,105-240,60000-90000 km,-,opel,astra-h
Opel,Astra H,Astra H 1.8 H (2004-2010),1.8,COURROIE,105-240,60000-90000 km,-,opel,astra-h
Opel,Astra H,Astra H 2.0T Essence H (2004-2010),2.0T Essence,CHAÎNE,105-240,-,-,opel,astra-h
Opel,Astra H (diesel),Astra H (diesel) 1.3 H (2004-2010),1.3,CHAÎNE,90-150,-,-,opel,astra-h-diesel
Opel,Astra H (diesel),Astra H (diesel) 1.7 H (2004-2010),1.7,COURROIE,90-150,120000-150000 km,-,opel,astra-h-diesel
Opel,Astra H (diesel),Astra H (diesel) 1.9 CDTI H (2004-2010),1.9 CDTI,COURROIE,90-150,120000-150000 km,-,opel,astra-h-diesel
Opel,Astra J,Astra J 1.4T J (2009-2015),1.4T,CHAÎNE,120-280,-,-,opel,astra-j
Opel,Astra J,Astra J 1.6T J (2009-2015),1.6T,CHAÎNE,120-280,-,-,opel,astra-j
Opel,Astra J,Astra J 2.0T Essence J (2009-2015),2.0T Essence,CHAÎNE,120-280,-,-,opel,astra-j
Opel,Astra J (diesel),Astra J (diesel) 1.7 J (2009-2015),1.7,COURROIE,110-165,150000-160000 km,-,opel,astra-j-diesel
Opel,Astra J (diesel),Astra J (diesel) 2.0 CDTI J (2009-2015),2.0 CDTI,COURROIE,110-165,150000-160000 km,-,opel,astra-j-diesel
Opel,Astra K,Astra K 1.0 K (2015-2021),1.0,CHAÎNE,105-200,-,-,opel,astra-k
Opel,Astra K,Astra K 1.4 Turbo K (2015-2021),1.4 Turbo,CHAÎNE,105-200,-,-,opel,astra-k
Opel,Astra K,Astra K 1.6T K (2015-2021),1.6T,CHAÎNE,105-200,-,-,opel,astra-k
Opel,Astra K (diesel),Astra K (diesel) 1.6 CDTI K (2015-2021),1.6 CDTI,CHAÎNE,110-160,-,-,opel,astra-k-diesel
Opel,Astra K (diesel),Astra K (diesel) 1.5 D K (2015-2021),1.5 D,COURROIE,110-160,150000 km,-,opel,astra-k-diesel
Opel,Astra L,Astra L 1.2 Turbo L (2022-2025),1.2 Turbo,COURROIE,110-225 (système),100000-120000 km,-,opel,astra-l
Opel,Astra L,Astra L 1.6 PHEV L (2022-2025),1.6 PHEV,CHAÎNE,110-225 (système),-,-,opel,astra-l
Opel,Combo (K9),Combo (K9) 1.2 E (2018-2025),1.2,COURROIE,75-130,100000-180000 km,-,opel,combo-k9
Opel,Combo (K9),Combo (K9) 1.5 E (2018-2025),1.5,INCONNU,-,100000-180000 km,-,opel,combo-k9
Opel,Combo (K9),Combo (K9) Électrique E (2018-2025),Électrique,N/A (électrique),-,100000-180000 km,-,opel,combo-k9
Opel,Combo C,Combo C 1.3 C (2001-2011),1.3,CHAÎNE,70-100,-,-,opel,combo-c
Opel,Combo C,Combo C 1.7 CDTI C (2001-2011),1.7 CDTI,COURROIE,70-100,120000-150000 km,-,opel,combo-c
Opel,Combo D,Combo D 1.3 D (2012-2018),1.3,CHAÎNE,90-135,-,-,opel,combo-d
Opel,Combo D,Combo D 1.6 D (2012-2018),1.6,COURROIE,90-135,150000-160000 km,-,opel,combo-d
Opel,Combo D,Combo D 2.0 CDTI D (2012-2018),2.0 CDTI,COURROIE,90-135,150000-160000 km,-,opel,combo-d
Opel,Corsa C,Corsa C 1.0 C (2000-2006),1.0,COURROIE,58-90,60000-90000 km,-,opel,corsa-c
Opel,Corsa C,Corsa C 1.2 C (2000-2006),1.2,COURROIE,58-90,60000-90000 km,-,opel,corsa-c
Opel,Corsa C,Corsa C 1.4 Essence C (2000-2006),1.4 Essence,COURROIE,58-90,60000-90000 km,-,opel,corsa-c
Opel,Corsa C (diesel),Corsa C (diesel) 1.3 CDTI C (2003-2006),1.3 CDTI,CHAÎNE,70-90,-,-,opel,corsa-c-diesel
Opel,Corsa D,Corsa D 1.2 D (2006-2014),1.2,COURROIE,80-100,60000-90000 km,-,opel,corsa-d
Opel,Corsa D,Corsa D 1.4 Essence D (2006-2014),1.4 Essence,COURROIE,80-100,60000-90000 km,-,opel,corsa-d
Opel,Corsa D (diesel),Corsa D (diesel) 1.3 D (2006-2014),1.3,CHAÎNE,90-125,-,-,opel,corsa-d-diesel
Opel,Corsa D (diesel),Corsa D (diesel) 1.7 CDTI D (2006-2014),1.7 CDTI,COURROIE,90-125,120000-150000 km,-,opel,corsa-d-diesel
Opel,Corsa D Turbo,Corsa D Turbo 1.4 Turbo D (2007-2014),1.4 Turbo,CHAÎNE,120-150,-,-,opel,corsa-d-turbo
Opel,Corsa E,Corsa E 1.0 Turbo E (2014-2019),1.0 Turbo,CHAÎNE,90-150,-,-,opel,corsa-e
Opel,Corsa E,Corsa E 1.4 atmo E (2014-2019),1.4 atmo,CHAÎNE,90-150,-,-,opel,corsa-e
Opel,Corsa E,Corsa E turbo E (2014-2019),turbo,CHAÎNE,90-150,-,-,opel,corsa-e
Opel,Corsa E (diesel),Corsa E (diesel) 1.3 CDTI E (2015-2019),1.3 CDTI,CHAÎNE,95,-,-,opel,corsa-e-diesel
Opel,Corsa F,Corsa F 1.2 PureTech (EB2) F (2019-2024),1.2 PureTech (EB2),COURROIE HUMIDE,75-130,100000-120000 km,-,opel,corsa-f
Opel,Crossland,Crossland 1.2 U (2017-2024),1.2,COURROIE,82-130,100000-180000 km,-,opel,crossland
Opel,Crossland,Crossland 1.2T U (2017-2024),1.2T,COURROIE,100-130,100000-180000 km,-,opel,crossland
Opel,Crossland,Crossland 1.5D U (2017-2024),1.5D,COURROIE,100-130,100000-180000 km,-,opel,crossland
Opel,Grandland / Grandland X,Grandland / Grandland X 1.2 P1 (2017-2025),1.2,COURROIE,130-225 (système),100000-120000 km,-,opel,grandland-grandland-x
Opel,Grandland / Grandland X,Grandland / Grandland X 1.6T P1 (2017-2025),1.6T,COURROIE,130-225 (système),100000-120000 km,-,opel,grandland-grandland-x
Opel,Grandland / Grandland X,Grandland / Grandland X 1.6 PHEV P1 (2017-2025),1.6 PHEV,COURROIE,130-225 (système),100000-120000 km,-,opel,grandland-grandland-x
Opel,Insignia A,Insignia A 1.4T A (2008-2017),1.4T,CHAÎNE,120-325,-,-,opel,insignia-a
Opel,Insignia A,Insignia A 1.6T A (2008-2017),1.6T,COURROIE,120-325,-,-,opel,insignia-a
Opel,Insignia A,Insignia A 2.0T A (2008-2017),2.0T,COURROIE,120-325,-,-,opel,insignia-a
Opel,Insignia A,Insignia A 2.8 V6T A (2008-2017),2.8 V6T,COURROIE,120-325,-,-,opel,insignia-a
Opel,Insignia A (diesel),Insignia A (diesel) 2.0 CDTI A (2008-2017),2.0 CDTI,COURROIE,120-170,150000-160000 km,-,opel,insignia-a-diesel
Opel,Insignia B,Insignia B 1.5 B (2017-2024),1.5,CHAÎNE,140-260,-,-,opel,insignia-b
Opel,Insignia B,Insignia B 2.0 Turbo B (2017-2024),2.0 Turbo,CHAÎNE,140-260,-,-,opel,insignia-b
Opel,Insignia B (diesel),Insignia B (diesel) 1.6 B (2017-2024),1.6,COURROIE,110-210,150000-160000 km,-,opel,insignia-b-diesel
Opel,Insignia B (diesel),Insignia B (diesel) 2.0 Diesel B (2017-2024),2.0 Diesel,COURROIE,110-210,150000-160000 km,-,opel,insignia-b-diesel
Opel,Karl,Karl 1.0 Essence A (2015-2019),1.0 Essence,CHAÎNE,75-75,-,-,opel,karl
Opel,Meriva A,Meriva A 1.4 A (2003-2010),1.4,COURROIE,90-105,60000-90000 km,-,opel,meriva-a
Opel,Meriva A,Meriva A 1.6 Essence A (2003-2010),1.6 Essence,COURROIE,90-105,60000-90000 km,-,opel,meriva-a
Opel,Meriva A (diesel),Meriva A (diesel) 1.7 CDTI A (2003-2010),1.7 CDTI,COURROIE,100-125,120000-150000 km,-,opel,meriva-a-diesel
Opel,Meriva B,Meriva B 1.4 Turbo B (2010-2017),1.4 Turbo,CHAÎNE,120-140,-,-,opel,meriva-b
Opel,Meriva B (diesel),Meriva B (diesel) 1.3 B (2010-2017),1.3,CHAÎNE,95-130,-,-,opel,meriva-b-diesel
Opel,Meriva B (diesel),Meriva B (diesel) 1.7 CDTI B (2010-2017),1.7 CDTI,COURROIE,95-130,120000-150000 km,-,opel,meriva-b-diesel
Opel,Mokka,Mokka 1.4 Turbo Mokka (2012-2019),1.4 Turbo,CHAÎNE,115-140,-,-,opel,mokka
Opel,Mokka,Mokka 1.6 Essence Mokka (2012-2019),1.6 Essence,COURROIE,115-140,60000-90000 km,-,opel,mokka
Opel,Mokka (diesel),Mokka (diesel) 1.7 CDTI Mokka (2012-2019),1.7 CDTI,COURROIE,110-136,120000-150000 km,-,opel,mokka-diesel
Opel,Mokka (diesel),Mokka (diesel) 1.6 CDTI Mokka (2012-2019),1.6 CDTI,CHAÎNE,110-136,-,-,opel,mokka-diesel
Opel,Mokka-e / Mokka,Mokka-e / Mokka 1.2 Turbo F (2020-2025),1.2 Turbo,COURROIE,100-136,100000-120000 km,-,opel,mokka-e-mokka
Opel,Mokka-e / Mokka,Mokka-e / Mokka Électrique F (2020-2025),Électrique,N/A (électrique),-,100000-120000 km,-,opel,mokka-e-mokka
Opel,Movano A,Movano A 2.2 A (1998-2010),2.2,COURROIE,90-140,160000-180000 km,-,opel,movano-a
Opel,Movano A,Movano A 2.5 A (1998-2010),2.5,COURROIE,90-140,160000-180000 km,-,opel,movano-a
Opel,Movano A,Movano A 3.0 dCi A (1998-2010),3.0 dCi,COURROIE,90-140,160000-180000 km,-,opel,movano-a
Opel,Movano B,Movano B 2.3 dCi B (2010-2021),2.3 dCi,CHAÎNE,110-180,-,-,opel,movano-b
Opel,Movano C,Movano C 2.2 BlueHDi C (2022-2025),2.2 BlueHDi,COURROIE,140-180,160000-180000 km,-,opel,movano-c
Opel,Movano C,Movano C EV C (2022-2025),EV,N/A (électrique),-,160000-180000 km,-,opel,movano-c
Opel,Vectra C,Vectra C 1.8 C (2002-2008),1.8,COURROIE,122-255,60000-90000 km,-,opel,vectra-c
Opel,Vectra C,Vectra C 2.2 C (2002-2008),2.2,COURROIE,122-255,60000-90000 km,-,opel,vectra-c
Opel,Vectra C,Vectra C 2.0T C (2002-2008),2.0T,COURROIE,122-255,60000-90000 km,-,opel,vectra-c
Opel,Vectra C,Vectra C 2.8 V6T Essence C (2002-2008),2.8 V6T Essence,CHAÎNE,122-255,-,-,opel,vectra-c
Opel,Vectra C (diesel),Vectra C (diesel) 1.9 CDTI C (2002-2008),1.9 CDTI,COURROIE,120-184,150000-160000 km,-,opel,vectra-c-diesel
Opel,Vectra C (diesel),Vectra C (diesel) 3.0 V6 CDTI C (2002-2008),3.0 V6 CDTI,COURROIE,120-184,150000-160000 km,-,opel,vectra-c-diesel
Opel,Vivaro A,Vivaro A 1.9 A (2001-2014),1.9,COURROIE,82-145,160000-180000 km,-,opel,vivaro-a
Opel,Vivaro A,Vivaro A 2.0 A (2001-2014),2.0,COURROIE,82-145,160000-180000 km,-,opel,vivaro-a
Opel,Vivaro A,Vivaro A 2.5 dCi A (2001-2014),2.5 dCi,COURROIE,82-145,160000-180000 km,-,opel,vivaro-a
